epoch,train_acc,train_loss,test_acc,test_loss
0.0,95.36,0.11601346567320296,98.56,0.03914261762984097
1.0,98.695,0.03567760763100431,98.42,0.04331787081318907
2.0,98.965,0.02765244110546346,98.2,0.048299179441528395
3.0,99.16,0.023785492310984226,98.78,0.03338760903570801
4.0,98.96000000000001,0.02775961366375979,98.48,0.0490947290789336
5.0,98.985,0.029167324481414087,98.78,0.04034596038982272
6.0,99.27,0.02190754303850139,98.24000000000001,0.048777617211453614
7.0,99.18,0.02267561715149285,98.68,0.04293205124558881
8.0,99.39,0.022169342264533043,98.61999999999999,0.03453218338545412
9.0,99.41499999999999,0.016768265779342362,98.83999999999999,0.036620534211397174
