epoch,train_acc,train_loss,test_acc,test_loss
0.0,94.715,0.1311497876208417,98.64,0.0345003867871128
1.0,98.58,0.03894959134344436,98.66,0.04626157506427262
2.0,99.075,0.026347046859468086,99.16,0.025572243734495716
3.0,99.30499999999999,0.019952680550138407,99.03999999999999,0.02939600685640471
4.0,99.55000000000001,0.013212605388363517,99.2,0.024701889196876436
5.0,99.58500000000001,0.011485859294144932,99.18,0.023232665279647336
6.0,99.715,0.00952535706920007,99.03999999999999,0.03285894717555493
7.0,99.68,0.010593737546307377,99.44,0.021524713846156375
8.0,99.775,0.0063801408650300505,99.4,0.02269306897360366
9.0,99.81,0.009220388941938364,99.38,0.023235503799514844
